,carat,cut,color,clarity,depth,table,price,x,y,z
3081,0.86,IDEAL,E,SI1,62.3,54.0,3456,6.13,6.07,3.8
3082,1.05,PREMIUM,J,SI2,60.9,60.0,3457,6.59,6.51,3.99
3083,1.5,PREMIUM,H,I1,60.1,57.0,3457,7.4,7.28,4.42
3084,1.04,VERY GOOD,J,SI2,62.8,57.0,3459,6.44,6.5,4.06
3085,1.02,IDEAL,G,I1,61.2,56.0,3459,6.47,6.5,3.97
3086,0.9,PREMIUM,J,VVS2,62.5,61.0,3459,6.15,6.08,3.82
3087,0.73,IDEAL,G,VS1,60.9,59.0,3459,5.79,5.83,3.54
3088,0.72,PREMIUM,D,VVS2,60.0,57.0,3459,5.92,5.84,3.53
3089,0.82,VERY GOOD,G,VS1,63.3,56.0,3460,5.96,5.98,3.78
3090,1.01,FAIR,G,SI2,65.1,58.0,3461,6.29,6.21,4.07
3091,1.01,PREMIUM,G,SI2,61.5,58.0,3461,6.51,6.44,3.98
3092,1.01,PREMIUM,I,SI2,62.9,58.0,3461,6.34,6.31,3.98
3093,0.74,PREMIUM,D,VS1,62.3,58.0,3461,5.79,5.77,3.6
3094,1.01,GOOD,G,SI2,64.0,59.0,3461,6.34,6.31,4.05
3095,0.96,IDEAL,I,VS2,59.8,57.0,3462,6.42,6.39,3.83
3096,0.74,PREMIUM,E,VS1,61.1,58.0,3462,5.81,5.84,3.56
3097,0.75,IDEAL,E,VS1,62.0,55.0,3462,5.83,5.88,3.66
3098,1.01,VERY GOOD,J,SI2,63.5,59.0,3462,6.3,6.36,4.02
3099,0.81,VERY GOOD,D,SI1,63.1,57.0,3462,5.91,5.94,3.74
3100,0.74,IDEAL,G,VVS2,62.2,57.0,3462,5.75,5.79,3.59
3101,0.91,VERY GOOD,D,SI2,62.0,62.0,3463,6.16,6.25,3.85
3102,0.73,IDEAL,H,VVS2,61.6,56.0,3463,5.8,5.82,3.57
3103,0.7,GOOD,D,VS1,60.4,62.0,3463,5.73,5.76,3.47
3104,0.71,VERY GOOD,E,VS1,62.6,59.0,3464,5.68,5.76,3.58
3105,0.71,VERY GOOD,E,VS1,61.6,59.0,3464,5.65,5.72,3.5
3106,0.9,VERY GOOD,I,SI2,60.5,56.0,3464,6.22,6.24,3.77
3107,0.73,IDEAL,D,VS2,61.6,56.0,3464,5.78,5.82,3.57
3108,0.71,IDEAL,E,VS1,60.4,57.0,3464,5.75,5.81,3.49
3109,0.71,GOOD,E,VS1,59.4,61.0,3464,5.8,5.89,3.47
3110,1.0,GOOD,I,SI2,63.9,60.0,3465,6.26,6.3,4.01
3111,1.0,IDEAL,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
3112,1.0,VERY GOOD,J,SI1,61.9,62.0,3465,6.33,6.36,3.93
3113,0.56,IDEAL,D,VVS1,61.9,56.0,3465,5.28,5.32,3.28
3114,0.71,VERY GOOD,D,VS1,62.9,56.0,3465,5.65,5.7,3.57
3115,0.72,IDEAL,E,VS1,62.5,57.0,3465,5.73,5.76,3.59
3116,0.9,GOOD,H,SI1,64.4,58.0,3465,6.04,6.08,3.9
3117,1.25,GOOD,I,SI2,60.5,64.0,3465,6.91,6.82,4.15
3118,1.03,GOOD,G,SI2,63.9,60.0,3466,6.33,6.37,4.06
3119,0.73,GOOD,E,VS1,59.0,61.0,3466,5.88,5.92,3.48
3120,0.73,IDEAL,D,VS2,61.4,56.0,3467,5.81,5.78,3.56
3121,0.55,IDEAL,D,VVS2,60.8,56.0,3468,5.29,5.32,3.23
3122,0.55,IDEAL,D,VVS2,61.5,56.0,3468,5.26,5.28,3.24
3123,0.55,IDEAL,D,VVS2,60.8,56.0,3468,5.31,5.34,3.24
3124,0.77,IDEAL,H,VS1,61.3,56.0,3468,5.91,5.97,3.64
3125,0.9,PREMIUM,I,SI1,62.1,59.0,3468,6.2,6.17,3.84
3126,1.11,PREMIUM,I,SI2,62.5,56.0,3469,6.63,6.55,4.12
3127,0.73,IDEAL,E,VS2,61.7,57.0,3470,5.75,5.78,3.55
3128,0.7,PREMIUM,D,VS1,62.5,60.0,3471,5.62,5.67,3.53
3129,0.73,IDEAL,E,VS1,61.4,55.0,3471,5.8,5.82,3.57
3130,0.7,IDEAL,D,SI1,61.6,57.0,3471,5.69,5.74,3.52
3131,0.7,IDEAL,D,SI1,61.8,55.0,3471,5.72,5.74,3.54
3132,0.73,GOOD,E,VS1,60.8,61.0,3471,5.77,5.8,3.52
3133,0.7,IDEAL,E,VS1,62.1,56.0,3472,5.7,5.66,3.53
3134,1.0,PREMIUM,H,SI2,61.0,60.0,3472,6.42,6.36,3.9
3135,1.0,IDEAL,I,SI1,58.5,55.0,3472,6.47,6.42,3.77
3136,0.88,VERY GOOD,H,VS2,63.2,57.0,3472,6.08,6.15,3.87
3137,0.78,VERY GOOD,G,VS1,61.5,55.0,3472,5.92,5.97,3.66
3138,1.0,GOOD,H,SI2,63.7,58.0,3472,6.28,6.15,3.96
3139,1.0,PREMIUM,H,SI2,59.0,58.0,3472,6.62,6.5,3.87
3140,1.0,FAIR,H,SI2,66.1,59.0,3472,6.18,6.13,4.07
3141,0.9,VERY GOOD,D,SI2,60.3,63.0,3473,6.22,6.12,3.72
3142,0.9,GOOD,D,SI2,60.3,64.0,3473,6.14,6.1,3.69
3143,0.9,FAIR,D,SI2,64.9,57.0,3473,6.03,5.98,3.9
3144,0.9,PREMIUM,D,SI2,63.0,58.0,3473,6.16,6.12,3.87
3145,0.9,FAIR,D,SI2,64.5,61.0,3473,6.1,6.0,3.9
3146,0.9,VERY GOOD,I,VS2,63.1,57.0,3473,6.12,6.09,3.85
3147,0.78,PREMIUM,D,VS2,63.0,58.0,3473,5.86,5.8,3.67
3148,0.91,PREMIUM,H,SI1,60.9,58.0,3475,6.22,6.26,3.8
3149,0.72,IDEAL,H,VVS2,60.9,56.0,3475,5.78,5.84,3.54
3150,0.84,IDEAL,I,VS2,61.7,55.0,3475,6.07,6.11,3.76
3151,0.74,VERY GOOD,D,VS2,59.8,58.0,3476,5.9,5.94,3.54
3152,0.7,VERY GOOD,D,VS1,61.6,58.0,3477,5.67,5.73,3.51
3153,0.91,VERY GOOD,J,VS2,61.9,59.0,3478,6.11,6.16,3.8
3154,0.72,IDEAL,G,VS1,61.6,56.0,3478,5.75,5.78,3.55
3155,0.72,IDEAL,G,VS1,61.3,56.0,3478,5.75,5.8,3.54
3156,0.72,IDEAL,G,VS1,61.2,57.0,3478,5.76,5.79,3.53
3157,0.72,IDEAL,G,VS1,61.7,56.0,3478,5.75,5.78,3.56
3158,0.72,IDEAL,G,VS1,61.4,56.0,3478,5.75,5.79,3.55
3159,0.72,IDEAL,G,VS1,61.8,56.0,3478,5.74,5.76,3.55
3160,0.72,IDEAL,G,VS1,60.3,57.0,3478,5.82,5.86,3.52
3161,0.72,IDEAL,G,VS1,61.5,57.0,3478,5.74,5.79,3.54
3162,0.72,IDEAL,G,VS1,61.0,55.0,3478,5.81,5.83,3.55
3163,0.72,IDEAL,G,VS1,60.4,57.0,3478,5.81,5.84,3.52
3164,0.86,IDEAL,E,SI2,60.0,56.0,3478,6.22,6.24,3.74
3165,0.9,PREMIUM,G,SI2,62.4,55.0,3478,6.17,6.13,3.84
3166,0.9,VERY GOOD,G,SI2,60.3,63.0,3478,6.33,6.25,3.79
3167,0.9,PREMIUM,I,VS2,61.6,58.0,3478,6.15,6.09,3.77
3168,0.71,PREMIUM,D,VS1,61.6,58.0,3479,5.78,5.72,3.54
3169,0.96,VERY GOOD,D,SI2,60.2,63.0,3480,6.3,6.36,3.81
3170,1.13,PREMIUM,H,I1,62.7,59.0,3480,6.58,6.63,4.14
3171,0.9,VERY GOOD,H,SI2,61.2,57.0,3481,6.21,6.27,3.82
3172,0.9,VERY GOOD,H,SI2,62.3,61.0,3481,6.15,6.17,3.84
3173,0.83,PREMIUM,E,SI1,60.7,58.0,3482,6.06,6.09,3.69
3174,0.9,VERY GOOD,E,SI2,63.7,56.0,3482,6.08,6.13,3.89
3175,1.01,FAIR,H,SI1,64.4,59.0,3482,6.22,6.17,3.99
3176,1.02,VERY GOOD,J,SI1,61.9,60.0,3483,6.37,6.42,3.96
3177,0.9,VERY GOOD,I,VS1,63.2,57.0,3484,6.1,6.05,3.84
3178,0.9,PREMIUM,I,VS1,62.9,60.0,3484,6.09,6.05,3.82
3179,0.9,VERY GOOD,I,VS1,63.5,57.0,3484,6.06,6.03,3.84
3180,0.9,GOOD,H,SI1,63.1,63.0,3484,6.04,6.1,3.83
3181,1.01,GOOD,I,VS1,64.2,60.0,3484,6.35,6.27,4.05
3182,0.9,PREMIUM,I,VS1,61.2,61.0,3484,6.2,6.15,3.78
3183,1.01,GOOD,E,I1,61.5,65.0,3484,6.28,6.21,3.84
3184,0.91,GOOD,H,SI1,63.9,60.0,3485,6.08,6.13,3.9
3185,0.75,PREMIUM,G,VVS2,62.5,56.0,3486,5.84,5.78,3.63
3186,0.74,IDEAL,D,VS2,62.0,57.0,3487,5.79,5.83,3.6
3187,0.73,IDEAL,G,VVS1,61.6,56.0,3487,5.77,5.82,3.57
3188,0.77,VERY GOOD,E,VS1,59.4,61.0,3488,5.98,5.94,3.54
3189,0.9,VERY GOOD,I,VS2,63.4,57.0,3489,6.07,6.1,3.86
3190,0.9,VERY GOOD,I,VS2,63.4,56.0,3489,6.09,6.12,3.87
3191,0.77,VERY GOOD,D,VS2,61.2,59.0,3489,5.86,5.91,3.6
3192,0.77,GOOD,D,VS2,63.1,57.0,3489,5.83,5.86,3.69
3193,0.9,VERY GOOD,G,SI2,61.4,58.0,3489,6.16,6.21,3.8
3194,0.89,PREMIUM,H,VS1,60.5,59.0,3489,6.22,6.17,3.75
3195,0.92,IDEAL,J,VS1,62.0,55.0,3489,6.24,6.27,3.88
3196,0.9,GOOD,G,SI2,62.7,59.0,3489,6.04,6.12,3.81
3197,0.9,PREMIUM,G,SI2,59.9,58.0,3492,6.22,6.27,3.74
3198,0.73,VERY GOOD,E,VS1,61.5,57.0,3492,5.78,5.83,3.57
3199,0.9,VERY GOOD,H,SI2,62.1,58.0,3492,6.1,6.18,3.81
3200,0.72,IDEAL,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
3201,0.72,VERY GOOD,D,VS2,62.9,58.0,3493,5.67,5.71,3.58
3202,0.8,PREMIUM,E,VS2,63.0,56.0,3494,5.91,5.84,3.7
3203,0.54,IDEAL,D,VVS1,61.2,57.0,3494,5.25,5.27,3.22
3204,0.8,IDEAL,G,VS2,62.1,57.0,3494,5.95,6.0,3.71
3205,0.78,PREMIUM,E,VS2,62.8,60.0,3494,5.86,5.79,3.66
3206,0.72,VERY GOOD,E,VVS2,61.3,60.0,3495,5.73,5.76,3.52
3207,0.74,IDEAL,G,VVS2,60.9,58.0,3495,5.85,5.88,3.57
3208,0.72,IDEAL,D,VS2,62.6,58.0,3495,5.7,5.73,3.58
3209,1.02,PREMIUM,J,SI1,61.2,57.0,3496,6.58,6.43,3.98
3210,1.02,PREMIUM,G,SI2,61.8,58.0,3496,6.47,6.4,3.98
3211,0.56,IDEAL,D,VVS1,61.9,56.0,3496,5.32,5.28,3.28
3212,0.74,VERY GOOD,E,SI1,59.9,56.0,3497,5.89,5.93,3.54
3213,0.81,IDEAL,H,VVS2,62.0,57.0,3497,5.93,5.97,3.69
3214,0.76,IDEAL,E,VS2,61.5,59.0,3497,5.84,5.86,3.6
3215,0.74,IDEAL,E,SI1,60.8,56.0,3497,5.85,5.89,3.57
3216,1.51,GOOD,G,I1,64.0,59.0,3497,7.29,7.17,4.63
3217,0.74,VERY GOOD,D,VS2,62.2,59.0,3498,5.8,5.84,3.62
3218,0.9,IDEAL,J,VS1,62.4,56.0,3498,6.15,6.18,3.85
3219,0.91,PREMIUM,H,SI2,62.1,56.0,3498,6.24,6.15,3.85
3220,1.01,PREMIUM,J,SI2,61.7,58.0,3499,6.4,6.44,3.96
3221,1.01,PREMIUM,J,SI2,61.8,60.0,3499,6.37,6.41,3.95
3222,1.01,VERY GOOD,J,SI1,62.9,57.0,3499,6.35,6.37,4
3223,0.9,VERY GOOD,H,SI1,63.3,58.0,3500,6.04,6.13,3.85
3224,0.93,GOOD,H,VS1,59.1,64.0,3500,6.36,6.27,3.73
3225,0.9,IDEAL,G,SI2,62.4,56.0,3500,6.14,6.19,3.85
3226,0.9,FAIR,H,VS1,65.9,60.0,3500,5.99,5.96,3.94
3227,1.01,IDEAL,H,SI2,61.6,56.0,3501,6.48,6.44,3.98
3228,0.7,PREMIUM,D,VS1,61.0,59.0,3501,5.79,5.72,3.51
3229,0.8,VERY GOOD,D,SI1,62.9,60.0,3502,5.89,5.94,3.72
3230,0.72,IDEAL,G,VVS1,62.2,57.0,3502,5.72,5.75,3.57
3231,0.71,IDEAL,D,SI1,60.8,57.0,3502,5.75,5.78,3.5
3232,0.71,IDEAL,D,SI1,61.8,56.0,3502,5.72,5.76,3.54
3233,0.71,IDEAL,D,SI1,61.4,55.0,3502,5.78,5.82,3.56
3234,0.9,VERY GOOD,I,SI2,61.5,57.0,3503,6.16,6.19,3.8
3235,0.85,IDEAL,E,SI1,62.8,56.0,3503,6.05,6.02,3.79
3236,0.71,IDEAL,G,VVS2,61.5,56.0,3504,5.74,5.69,3.52
3237,0.7,IDEAL,E,VS2,61.0,56.0,3504,5.74,5.78,3.52
3238,0.7,IDEAL,E,VS2,61.3,57.0,3504,5.73,5.75,3.52
3239,0.7,IDEAL,E,VS2,60.8,56.0,3504,5.74,5.78,3.5
3240,1.52,FAIR,H,I1,64.9,58.0,3504,7.18,7.13,4.65
3241,1.2,IDEAL,I,I1,61.9,56.0,3505,6.82,6.85,4.23
3242,0.9,GOOD,D,SI1,61.9,64.0,3505,6.09,6.0,3.74
3243,0.91,GOOD,G,SI1,63.1,63.0,3506,6.11,6.16,3.87
3244,0.83,PREMIUM,E,SI1,58.4,59.0,3506,6.22,6.18,3.62
3245,1.01,VERY GOOD,G,SI2,63.1,55.0,3507,6.36,6.31,4
3246,1.01,PREMIUM,H,SI2,62.0,60.0,3507,6.39,6.25,3.92
3247,0.81,VERY GOOD,G,VS1,63.1,58.0,3507,5.92,5.96,3.75
3248,1.19,VERY GOOD,E,I1,60.2,61.0,3508,6.87,6.91,4.15
3249,0.9,PREMIUM,E,SI1,59.0,59.0,3508,6.34,6.3,3.73
3250,0.9,VERY GOOD,E,SI1,63.5,55.0,3508,6.22,6.12,3.92
3251,0.9,FAIR,E,SI1,65.5,59.0,3508,6.06,6.03,3.96
3252,0.55,GOOD,D,IF,58.0,62.0,3509,5.31,5.41,3.12
3253,0.73,IDEAL,D,VS1,61.1,57.0,3509,5.85,5.81,3.56
3254,0.9,GOOD,E,SI1,63.8,56.0,3510,6.09,6.17,3.91
3255,1.15,VERY GOOD,G,I1,61.2,58.0,3510,6.74,6.8,4.14
3256,0.9,VERY GOOD,E,SI1,62.9,57.0,3510,6.11,6.17,3.86
3257,0.73,IDEAL,E,VS1,61.9,56.0,3510,5.78,5.81,3.59
3258,0.73,VERY GOOD,E,VVS2,63.4,58.0,3511,5.68,5.7,3.61
3259,0.91,PREMIUM,D,SI2,58.3,60.0,3511,6.4,6.33,3.71
3260,1.0,PREMIUM,H,SI1,62.2,51.0,3511,6.47,6.4,4
3261,1.0,FAIR,H,SI1,65.5,57.0,3511,6.26,6.21,4.08
3262,1.0,FAIR,H,SI1,65.5,57.0,3511,6.26,6.21,4.08
3263,1.01,GOOD,G,SI2,60.8,63.0,3512,6.36,6.4,3.88
3264,1.04,PREMIUM,I,SI2,61.6,58.0,3512,6.58,6.47,4.02
3265,0.9,GOOD,G,SI1,63.9,60.0,3512,6.1,6.07,3.89
3266,0.9,VERY GOOD,G,SI1,63.2,62.0,3512,6.19,6.09,3.88
3267,1.02,PREMIUM,J,VS2,61.6,58.0,3513,6.4,6.35,3.93
3268,0.8,PREMIUM,G,VS1,62.5,58.0,3514,5.9,5.94,3.7
3269,0.81,IDEAL,H,SI1,61.9,56.0,3514,5.92,5.97,3.68
3270,1.06,VERY GOOD,I,SI2,58.4,62.0,3515,6.65,6.7,3.9
3271,0.71,IDEAL,E,VS1,62.0,56.0,3516,5.72,5.74,3.55
3272,0.9,IDEAL,H,SI2,62.0,57.0,3516,6.19,6.17,3.83
3273,0.76,VERY GOOD,E,VS2,63.4,58.0,3517,5.76,5.82,3.67
3274,0.7,IDEAL,H,VVS1,61.5,57.0,3517,5.69,5.73,3.51
3275,0.74,IDEAL,D,SI1,61.8,56.0,3517,5.84,5.88,3.62
3276,0.53,IDEAL,D,IF,61.5,54.0,3517,5.27,5.21,3.22
3277,0.74,IDEAL,E,VS2,60.2,55.0,3518,5.87,5.92,3.55
3278,0.71,IDEAL,D,VS1,60.9,57.0,3518,5.74,5.76,3.5
3279,0.9,VERY GOOD,I,VS2,63.3,58.0,3519,6.07,6.13,3.86
3280,1.02,PREMIUM,E,I1,60.4,62.0,3519,6.52,6.47,3.92
3281,1.0,IDEAL,E,I1,61.8,56.0,3520,6.38,6.43,3.96
3282,0.91,GOOD,E,SI2,63.1,61.0,3520,6.04,6.14,3.84
3283,0.91,GOOD,H,SI1,63.8,60.0,3520,6.0,6.16,3.88
3284,1.02,IDEAL,I,SI2,62.9,56.0,3521,6.45,6.37,4.03
3285,0.9,IDEAL,G,SI2,62.5,56.0,3521,6.15,6.2,3.86
3286,0.9,IDEAL,G,SI2,61.2,57.0,3521,6.24,6.28,3.83
3287,0.93,IDEAL,G,SI1,60.9,57.0,3521,6.29,6.25,3.82
3288,0.72,IDEAL,D,VS1,61.6,56.0,3522,5.73,5.8,3.55
3289,0.96,GOOD,G,SI1,56.6,63.0,3522,6.52,6.39,3.67
3290,0.7,IDEAL,H,VVS1,60.3,56.0,3524,5.77,5.82,3.49
3291,0.71,GOOD,D,VS1,59.2,56.0,3524,5.84,5.85,3.46
3292,1.11,PREMIUM,J,SI1,59.5,58.0,3524,6.89,6.77,4.07
3293,0.75,IDEAL,G,VVS2,61.3,55.0,3525,5.85,5.89,3.59
3294,0.73,IDEAL,G,VS1,61.7,56.0,3525,5.76,5.79,3.56
3295,0.9,VERY GOOD,E,SI2,63.2,59.0,3526,6.1,6.15,3.87
3296,0.71,IDEAL,E,SI1,60.5,56.0,3527,5.81,5.84,3.53
3297,0.95,VERY GOOD,E,SI2,58.7,63.0,3527,6.43,6.37,3.76
3298,1.0,IDEAL,G,SI2,60.3,57.0,3528,6.51,6.45,3.91
3299,0.82,VERY GOOD,G,VS2,62.1,56.0,3528,5.94,5.98,3.7
3300,0.73,IDEAL,D,VS2,61.4,56.0,3528,5.78,5.81,3.56
3301,1.0,GOOD,H,SI2,63.9,58.0,3528,6.36,6.28,4.03
3302,1.0,PREMIUM,J,SI1,61.9,62.0,3528,6.36,6.33,3.93
3303,1.0,GOOD,I,SI2,63.9,60.0,3528,6.3,6.26,4.01
3304,1.24,PREMIUM,E,I1,61.1,62.0,3528,6.91,6.86,4.21
3305,1.0,IDEAL,J,SI2,62.1,56.0,3528,6.41,6.34,3.96
3306,0.84,PREMIUM,E,VS2,62.4,60.0,3528,6.04,5.98,3.75
3307,1.05,IDEAL,J,VS1,60.6,56.0,3528,6.59,6.55,3.98
3308,1.05,IDEAL,H,SI2,62.0,57.0,3528,6.54,6.5,4.04
3309,0.92,PREMIUM,I,SI1,60.7,58.0,3529,6.3,6.25,3.81
3310,0.7,IDEAL,D,VS1,62.8,54.0,3529,5.65,5.69,3.56
3311,1.03,FAIR,G,SI2,65.7,58.0,3530,6.32,6.26,4.13
3312,1.03,IDEAL,I,SI2,59.8,56.0,3530,6.64,6.58,3.95
3313,1.03,FAIR,I,SI2,65.2,56.0,3530,6.42,6.35,4.16
3314,0.24,VERY GOOD,E,SI1,59.9,58.0,571,4.06,4.1,2.44
3315,0.35,IDEAL,H,VS2,61.2,56.0,571,4.54,4.55,2.78
3316,0.35,IDEAL,H,VS2,61.7,56.0,571,4.55,4.59,2.82
3317,0.35,IDEAL,H,VS2,61.2,56.0,571,4.53,4.56,2.78
3318,0.35,IDEAL,I,VS1,61.7,54.0,571,4.54,4.57,2.81
3319,0.35,IDEAL,I,VS1,62.1,54.0,571,4.54,4.57,2.83
3320,0.36,IDEAL,G,SI1,61.5,54.0,571,4.6,4.63,2.84
3321,0.36,IDEAL,G,SI1,61.1,55.0,571,4.58,4.62,2.81
3322,0.36,IDEAL,G,SI1,61.4,55.0,571,4.61,4.64,2.84
3323,0.32,IDEAL,G,SI1,62.6,55.0,571,4.41,4.38,2.75
3324,0.32,GOOD,D,SI2,64.1,54.0,571,4.37,4.34,2.79
3325,0.34,VERY GOOD,E,SI2,63.1,56.0,571,4.51,4.46,2.83
3326,0.31,PREMIUM,D,SI1,62.0,58.0,571,4.3,4.35,2.68
3327,0.31,GOOD,D,SI1,63.5,57.0,571,4.28,4.32,2.73
3328,0.31,IDEAL,D,SI1,62.3,54.0,571,4.33,4.37,2.71
3329,0.31,PREMIUM,D,SI1,61.4,58.0,571,4.33,4.36,2.67
3330,0.31,GOOD,D,SI1,63.4,55.0,571,4.28,4.3,2.72
3331,0.31,IDEAL,D,SI1,61.9,57.0,571,4.33,4.36,2.69
3332,0.31,IDEAL,D,SI1,62.7,56.0,571,4.32,4.36,2.72
3333,0.31,VERY GOOD,D,SI1,63.0,55.0,571,4.32,4.34,2.73
3334,0.31,IDEAL,D,SI1,62.0,55.0,571,4.36,4.38,2.71
3335,0.31,IDEAL,I,VVS1,61.4,54.0,571,4.38,4.41,2.7
3336,0.31,GOOD,D,SI1,63.5,56.0,571,4.29,4.31,2.73
3337,0.31,IDEAL,D,SI1,61.8,57.0,571,4.32,4.36,2.68
3338,0.31,IDEAL,D,SI1,62.4,56.0,571,4.33,4.35,2.71
3339,0.31,VERY GOOD,D,SI1,61.7,59.0,571,4.31,4.35,2.67
3340,0.31,IDEAL,D,SI1,61.7,57.0,571,4.34,4.38,2.69
3341,0.31,GOOD,D,SI1,63.1,57.0,571,4.3,4.32,2.72
3342,0.31,IDEAL,D,SI1,61.4,55.0,571,4.35,4.38,2.68
3343,0.31,GOOD,D,SI1,63.4,58.0,571,4.32,4.35,2.75
3344,0.91,VERY GOOD,G,SI2,60.0,57.0,3531,6.27,6.32,3.78
3345,0.96,FAIR,E,SI2,65.6,58.0,3533,6.11,6.15,4.02
3346,0.9,VERY GOOD,D,SI2,60.3,63.0,3534,6.12,6.22,3.72
3347,0.9,VERY GOOD,D,SI2,60.6,61.0,3534,6.14,6.2,3.74
3348,0.9,VERY GOOD,D,SI2,63.0,58.0,3534,6.12,6.16,3.87
3349,0.9,GOOD,D,SI2,60.3,64.0,3534,6.1,6.14,3.69
3350,0.78,VERY GOOD,D,VS2,63.0,58.0,3534,5.8,5.86,3.67
3351,1.02,GOOD,J,SI2,63.4,56.0,3534,6.36,6.42,4.05
3352,1.02,VERY GOOD,J,SI2,62.6,60.0,3534,6.39,6.42,4.01
3353,0.9,VERY GOOD,I,VS2,62.1,61.0,3535,6.08,6.12,3.79
3354,0.82,VERY GOOD,G,VS2,59.8,56.0,3535,6.13,6.18,3.68
3355,0.84,VERY GOOD,G,VS2,62.0,56.0,3535,6.07,6.09,3.77
3356,0.73,IDEAL,E,VVS2,61.6,55.0,3535,5.8,5.83,3.58
3357,0.7,IDEAL,D,VS1,62.2,56.0,3535,5.69,5.72,3.55
3358,1.01,PREMIUM,J,VS2,59.8,61.0,3535,6.47,6.43,3.86
3359,0.65,IDEAL,G,IF,60.1,57.0,3536,5.61,5.65,3.38
3360,1.0,GOOD,J,SI2,57.8,61.0,3536,6.54,6.58,3.79
3361,0.92,FAIR,H,SI2,64.5,60.0,3536,6.06,6.01,3.89
3362,0.74,IDEAL,G,VVS1,62.1,54.0,3537,5.8,5.83,3.61
3363,1.08,IDEAL,J,SI2,61.8,57.0,3537,6.56,6.58,4.06
3364,0.9,IDEAL,I,SI1,62.0,56.0,3537,6.16,6.23,3.84
3365,0.91,GOOD,E,SI2,63.9,61.0,3538,6.03,6.09,3.87
3366,0.9,FAIR,H,VS2,64.8,58.0,3538,6.07,6.03,3.92
3367,0.9,GOOD,H,VS2,64.0,57.0,3538,6.14,6.11,3.92
3368,0.9,FAIR,H,VS2,64.6,55.0,3538,6.07,6.0,3.9
3369,0.78,PREMIUM,E,VS1,62.2,58.0,3538,5.9,5.86,3.66
3370,0.81,IDEAL,E,VS2,62.0,55.0,3538,5.99,5.97,3.71
3371,0.79,PREMIUM,G,SI1,61.2,56.0,3539,6.0,5.96,3.66
3372,0.79,VERY GOOD,E,VS2,62.7,56.0,3539,5.85,5.88,3.68
3373,0.9,PREMIUM,I,VS2,62.4,58.0,3539,6.16,6.22,3.86
3374,0.9,VERY GOOD,G,SI2,62.4,55.0,3539,6.13,6.17,3.84
3375,0.93,GOOD,D,SI2,63.4,59.0,3540,6.15,6.18,3.91
3376,0.71,IDEAL,D,VS2,59.9,57.0,3540,5.8,5.83,3.48
3377,0.72,IDEAL,G,VS1,62.0,56.0,3540,5.74,5.78,3.57
3378,0.64,VERY GOOD,E,VVS2,61.8,59.0,3541,5.51,5.53,3.41
3379,1.0,FAIR,G,SI2,64.7,58.0,3541,6.24,6.19,4.02
3380,1.0,GOOD,G,SI2,58.1,65.0,3541,6.48,6.46,3.76
3381,1.52,PREMIUM,I,I1,61.2,58.0,3541,7.43,7.35,4.52
3382,0.7,VERY GOOD,G,IF,58.5,60.0,3543,5.83,5.87,3.42
3383,0.75,VERY GOOD,E,VS1,61.9,58.0,3543,5.83,5.86,3.62
3384,0.72,IDEAL,D,VS2,62.0,54.8,3543,5.73,5.76,3.56
3385,0.81,VERY GOOD,G,VS1,62.6,55.0,3544,5.92,5.97,3.72
3386,0.95,VERY GOOD,I,SI1,61.0,61.0,3544,6.29,6.37,3.86
3387,0.86,IDEAL,I,VVS2,61.4,58.0,3544,6.07,6.1,3.74
3388,0.77,IDEAL,G,VS2,62.1,56.0,3544,5.84,5.88,3.64
3389,0.81,IDEAL,G,VS1,62.3,57.0,3544,5.99,5.95,3.72
3390,1.13,PREMIUM,H,I1,62.7,59.0,3544,6.63,6.58,4.14
3391,0.71,PREMIUM,G,IF,61.9,58.0,3545,5.74,5.77,3.56
3392,0.9,PREMIUM,H,SI1,62.7,58.0,3545,6.14,6.2,3.87
3393,0.9,IDEAL,I,VS1,62.4,57.0,3545,6.17,6.21,3.86
3394,1.07,FAIR,G,SI2,66.8,57.0,3545,6.34,6.26,4.21
3395,0.92,PREMIUM,I,SI1,58.8,59.0,3545,6.36,6.33,3.73
3396,1.07,PREMIUM,G,SI2,62.2,58.0,3545,6.56,6.49,4.06
3397,1.01,GOOD,E,SI2,63.9,58.0,3546,6.31,6.37,4.05
3398,1.04,VERY GOOD,H,SI2,62.4,58.0,3546,6.4,6.49,4.02
3399,1.01,FAIR,H,SI1,66.4,57.0,3546,6.12,6.08,4.05
3400,0.72,IDEAL,G,VS2,61.0,55.0,3547,5.81,5.83,3.55
3401,1.07,PREMIUM,G,I1,62.3,60.0,3547,6.55,6.51,4.07
3402,0.9,IDEAL,H,SI2,62.6,57.0,3548,6.16,6.07,3.83
3403,0.72,IDEAL,G,VVS1,61.7,54.8,3548,5.73,5.77,3.55
3404,0.85,IDEAL,I,VS1,61.9,56.0,3548,6.08,6.1,3.77
3405,0.96,GOOD,H,SI2,60.1,64.0,3548,6.43,6.35,3.84
3406,0.76,VERY GOOD,G,VVS2,62.3,57.0,3549,5.79,5.84,3.62
3407,1.09,IDEAL,G,I1,61.0,56.0,3549,6.62,6.66,4.05
3408,0.72,VERY GOOD,E,VS2,60.0,57.0,3550,5.81,5.86,3.5
3409,0.72,IDEAL,D,SI1,60.5,56.0,3550,5.79,5.84,3.52
